Region,Division,State,year,crime_rate
Northeast,Middle Atlantic,New Jersey,1997,39673.0
West,Mountain,New Mexico,1997,14762.0
Northeast,Middle Atlantic,New York,1997,124890.0
South,South Atlantic,North Carolina,1997,45071.0
Midwest,West North Central,North Dakota,1997,559.0
Midwest,East North Central,Ohio,1997,48706.0
South,West South Central,Oklahoma,1997,18560.0
West,Pacific,Oregon,1997,14412.0
Northeast,Middle Atlantic,Pennsylvania,1997,53140.0
Northeast,New England,Rhode Island,1997,3292.0
South,South Atlantic,South Carolina,1997,37235.0
Midwest,West North Central,South Dakota,1997,1457.0
South,East South Central,Tennessee,1997,42389.0
South,West South Central,Texas,1997,117126.0
West,Mountain,Utah,1997,6878.0
Northeast,New England,Vermont,1997,705.0
South,South Atlantic,Virginia,1997,23249.0
West,Pacific,Washington,1997,24724.0
South,South Atlantic,West Virginia,1997,3971.0
Midwest,East North Central,Wisconsin,1997,13988.0
West,Mountain,Wyoming,1997,1225.0
South,East South Central,Alabama,1998,22286.0
West,Pacific,Alaska,1998,4015.0
West,Mountain,Arizona,1998,26984.0
South,West South Central,Arkansas,1998,12442.0
West,Pacific,California,1998,229883.0
West,Mountain,Colorado,1998,15008.0
Northeast,New England,Connecticut,1998,11993.0
South,South Atlantic,Delaware,1998,5672.0
South,South Atlantic,District of Columbia,1998,8988.0
South,South Atlantic,Florida,1998,140016.0
South,South Atlantic,Georgia,1998,43762.0
West,Pacific,Hawaii,1998,2946.0
West,Mountain,Idaho,1998,3468.0
Midwest,East North Central,Illinois,1998,97291.0
Midwest,East North Central,Indiana,1998,25423.0
Midwest,West North Central,Iowa,1998,8916.0
Midwest,West North Central,Kansas,1998,10972.0
South,East South Central,Kentucky,1998,12909.0
South,West South Central,Louisiana,1998,34057.0
Northeast,New England,Maine,1998,1566.0
South,South Atlantic,Maryland,1998,40903.0
Northeast,New England,Massachusetts,1998,38192.0
Midwest,East North Central,Michigan,1998,60947.0
Midwest,West North Central,Minnesota,1998,14656.0
South,East South Central,Mississippi,1998,11302.0
Midwest,West North Central,Missouri,1998,30222.0
West,Mountain,Montana,1998,1797.0
Midwest,West North Central,Nebraska,1998,7507.0
West,Mountain,Nevada,1998,11244.0
Northeast,New England,New Hampshire,1998,1270.0
Northeast,Middle Atlantic,New Jersey,1998,35720.0
West,Mountain,New Mexico,1998,16700.0
Northeast,Middle Atlantic,New York,1998,115915.0
South,South Atlantic,North Carolina,1998,43723.0
Midwest,West North Central,North Dakota,1998,570.0
Midwest,East North Central,Ohio,1998,40628.0
South,West South Central,Oklahoma,1998,18053.0
West,Pacific,Oregon,1998,13778.0
Northeast,Middle Atlantic,Pennsylvania,1998,50470.0
Northeast,New England,Rhode Island,1998,3084.0
South,South Atlantic,South Carolina,1998,34647.0
Midwest,West North Central,South Dakota,1998,1139.0
South,East South Central,Tennessee,1998,38832.0
South,West South Central,Texas,1998,111566.0
West,Mountain,Utah,1998,6599.0
Northeast,New England,Vermont,1998,628.0
South,South Atlantic,Virginia,1998,22115.0
West,Pacific,Washington,1998,24380.0
South,South Atlantic,West Virginia,1998,4503.0
Midwest,East North Central,Wisconsin,1998,13009.0
West,Mountain,Wyoming,1998,1191.0
South,East South Central,Alabama,1999,21421.0
West,Pacific,Alaska,1999,3908.0
West,Mountain,Arizona,1999,26334.0
South,West South Central,Arkansas,1999,10848.0
West,Pacific,California,1999,207879.0
West,Mountain,Colorado,1999,13811.0
Northeast,New England,Connecticut,1999,11342.0
South,South Atlantic,Delaware,1999,5534.0
South,South Atlantic,District of Columbia,1999,8448.0
South,South Atlantic,Florida,1999,129044.0
South,South Atlantic,Georgia,1999,41585.0
West,Pacific,Hawaii,1999,2785.0
West,Mountain,Idaho,1999,3066.0
Midwest,East North Central,Illinois,1999,83621.0
Midwest,East North Central,Indiana,1999,22261.0
Midwest,West North Central,Iowa,1999,8034.0
Midwest,West North Central,Kansas,1999,10159.0
South,East South Central,Kentucky,1999,12212.0
South,West South Central,Louisiana,1999,32033.0
Northeast,New England,Maine,1999,1404.0
South,South Atlantic,Maryland,1999,38447.0
Northeast,New England,Massachusetts,1999,34023.0
Midwest,East North Central,Michigan,1999,56709.0
Midwest,West North Central,Minnesota,1999,13085.0
South,East South Central,Mississippi,1999,9671.0
Midwest,West North Central,Missouri,1999,27353.0
West,Mountain,Montana,1999,2090.0
Midwest,West North Central,Nebraska,1999,7167.0
West,Mountain,Nevada,1999,10311.0
Northeast,New England,New Hampshire,1999,1159.0
Northeast,Middle Atlantic,New Jersey,1999,33540.0
West,Mountain,New Mexico,1999,14520.0
Northeast,Middle Atlantic,New York,1999,107147.0
South,South Atlantic,North Carolina,1999,41474.0
Midwest,West North Central,North Dakota,1999,424.0
Midwest,East North Central,Ohio,1999,35616.0
South,West South Central,Oklahoma,1999,17066.0
West,Pacific,Oregon,1999,12432.0
Northeast,Middle Atlantic,Pennsylvania,1999,50431.0
Northeast,New England,Rhode Island,1999,2840.0
South,South Atlantic,South Carolina,1999,32920.0
Midwest,West North Central,South Dakota,1999,1227.0
South,East South Central,Tennessee,1999,38111.0
South,West South Central,Texas,1999,112306.0
West,Mountain,Utah,1999,5869.0
Northeast,New England,Vermont,1999,676.0
South,South Atlantic,Virginia,1999,21626.0
West,Pacific,Washington,1999,21716.0
South,South Atlantic,West Virginia,1999,6336.0
Midwest,East North Central,Wisconsin,1999,12908.0
West,Mountain,Wyoming,1999,1115.0
South,East South Central,Alabama,2000,21620.0
West,Pacific,Alaska,2000,3554.0
West,Mountain,Arizona,2000,27281.0
South,West South Central,Arkansas,2000,11904.0
West,Pacific,California,2000,210531.0
West,Mountain,Colorado,2000,14367.0
Northeast,New England,Connecticut,2000,11058.0
South,South Atlantic,Delaware,2000,5363.0
South,South Atlantic,District of Columbia,2000,8626.0
South,South Atlantic,Florida,2000,129777.0
South,South Atlantic,Georgia,2000,41319.0
West,Pacific,Hawaii,2000,2954.0
West,Mountain,Idaho,2000,3267.0
Midwest,East North Central,Illinois,2000,81196.0
Midwest,East North Central,Indiana,2000,21230.0
Midwest,West North Central,Iowa,2000,7796.0
Midwest,West North Central,Kansas,2000,10470.0
South,East South Central,Kentucky,2000,11903.0
South,West South Central,Louisiana,2000,30440.0
Northeast,New England,Maine,2000,1397.0
South,South Atlantic,Maryland,2000,41663.0
Northeast,New England,Massachusetts,2000,30230.0
Midwest,East North Central,Michigan,2000,55159.0
Midwest,West North Central,Minnesota,2000,13813.0
South,East South Central,Mississippi,2000,10267.0
Midwest,West North Central,Missouri,2000,27419.0
West,Mountain,Montana,2000,2807.0
Midwest,West North Central,Nebraska,2000,5606.0
West,Mountain,Nevada,2000,10474.0
Northeast,New England,New Hampshire,2000,2167.0
Northeast,Middle Atlantic,New Jersey,2000,32298.0
West,Mountain,New Mexico,2000,13786.0
Northeast,Middle Atlantic,New York,2000,105111.0
South,South Atlantic,North Carolina,2000,40051.0
Midwest,West North Central,North Dakota,2000,523.0
Midwest,East North Central,Ohio,2000,37935.0
South,West South Central,Oklahoma,2000,17177.0
West,Pacific,Oregon,2000,12000.0
Northeast,Middle Atlantic,Pennsylvania,2000,51584.0
Northeast,New England,Rhode Island,2000,3121.0
South,South Atlantic,South Carolina,2000,33225.0
Midwest,West North Central,South Dakota,2000,1259.0
South,East South Central,Tennessee,2000,40233.0
South,West South Central,Texas,2000,113653.0
West,Mountain,Utah,2000,5711.0
Northeast,New England,Vermont,2000,691.0
South,South Atlantic,Virginia,2000,19943.0
West,Pacific,Washington,2000,21788.0
South,South Atlantic,West Virginia,2000,5723.0
Midwest,East North Central,Wisconsin,2000,12700.0
West,Mountain,Wyoming,2000,1316.0
South,East South Central,Alabama,2001,19582.0
West,Pacific,Alaska,2001,3735.0
West,Mountain,Arizona,2001,28675.0
South,West South Central,Arkansas,2001,12190.0
West,Pacific,California,2001,212855.0
West,Mountain,Colorado,2001,15492.0
Northeast,New England,Connecticut,2001,11492.0
South,South Atlantic,Delaware,2001,4868.0
South,South Atlantic,District of Columbia,2001,9931.0
South,South Atlantic,Florida,2001,130713.0
South,South Atlantic,Georgia,2001,41671.0
West,Pacific,Hawaii,2001,3117.0
West,Mountain,Idaho,2001,3211.0
Midwest,East North Central,Illinois,2001,79504.0
Midwest,East North Central,Indiana,2001,22734.0
Midwest,West North Central,Iowa,2001,7865.0
Midwest,West North Central,Kansas,2001,10909.0
South,East South Central,Kentucky,2001,10448.0
South,West South Central,Louisiana,2001,30678.0
Northeast,New England,Maine,2001,1434.0
South,South Atlantic,Maryland,2001,42088.0
Northeast,New England,Massachusetts,2001,30587.0
Midwest,East North Central,Michigan,2001,55424.0
Midwest,West North Central,Minnesota,2001,13145.0
South,East South Central,Mississippi,2001,10006.0
Midwest,West North Central,Missouri,2001,30472.0
West,Mountain,Montana,2001,3187.0
Midwest,West North Central,Nebraska,2001,5214.0
West,Mountain,Nevada,2001,12359.0
Northeast,New England,New Hampshire,2001,2144.0
Northeast,Middle Atlantic,New Jersey,2001,33094.0
West,Mountain,New Mexico,2001,14288.0
Northeast,Middle Atlantic,New York,2001,98103.0
South,South Atlantic,North Carolina,2001,40465.0
Midwest,West North Central,North Dakota,2001,505.0
Midwest,East North Central,Ohio,2001,40023.0
South,West South Central,Oklahoma,2001,17726.0
West,Pacific,Oregon,2001,10650.0
Northeast,Middle Atlantic,Pennsylvania,2001,50432.0
Northeast,New England,Rhode Island,2001,3278.0
South,South Atlantic,South Carolina,2001,29265.0
Midwest,West North Central,South Dakota,2001,1171.0
South,East South Central,Tennessee,2001,42778.0
South,West South Central,Texas,2001,122155.0
West,Mountain,Utah,2001,5314.0
Northeast,New England,Vermont,2001,644.0
South,South Atlantic,Virginia,2001,20939.0
West,Pacific,Washington,2001,21258.0
South,South Atlantic,West Virginia,2001,5035.0
Midwest,East North Central,Wisconsin,2001,12486.0
West,Mountain,Wyoming,2001,1272.0
South,East South Central,Alabama,2002,19931.0
West,Pacific,Alaska,2002,3627.0
West,Mountain,Arizona,2002,30171.0
South,West South Central,Arkansas,2002,11501.0
West,Pacific,California,2002,208388.0
West,Mountain,Colorado,2002,15882.0
Northeast,New England,Connecticut,2002,10807.0
South,South Atlantic,Delaware,2002,4836.0
South,South Atlantic,District of Columbia,2002,9322.0
South,South Atlantic,Florida,2002,128721.0
South,South Atlantic,Georgia,2002,39271.0
West,Pacific,Hawaii,2002,3262.0
West,Mountain,Idaho,2002,3419.0
Midwest,East North Central,Illinois,2002,75759.0
Midwest,East North Central,Indiana,2002,22001.0
Midwest,West North Central,Iowa,2002,8388.0
Midwest,West North Central,Kansas,2002,10229.0
South,East South Central,Kentucky,2002,11101.0
South,West South Central,Louisiana,2002,29690.0
Northeast,New England,Maine,2002,1396.0
South,South Atlantic,Maryland,2002,42015.0
Northeast,New England,Massachusetts,2002,31137.0
Midwest,East North Central,Michigan,2002,54306.0
Midwest,West North Central,Minnesota,2002,13428.0
South,East South Central,Mississippi,2002,9858.0
Midwest,West North Central,Missouri,2002,30557.0
West,Mountain,Montana,2002,3197.0
Midwest,West North Central,Nebraska,2002,5428.0
West,Mountain,Nevada,2002,13856.0
Northeast,New England,New Hampshire,2002,2056.0
Northeast,Middle Atlantic,New Jersey,2002,32252.0
West,Mountain,New Mexico,2002,13719.0
Northeast,Middle Atlantic,New York,2002,95030.0
South,South Atlantic,North Carolina,2002,39118.0
Midwest,West North Central,North Dakota,2002,496.0
Midwest,East North Central,Ohio,2002,40128.0
South,West South Central,Oklahoma,2002,17587.0
West,Pacific,Oregon,2002,10298.0
Northeast,Middle Atlantic,Pennsylvania,2002,49578.0
Northeast,New England,Rhode Island,2002,3051.0
South,South Atlantic,South Carolina,2002,33761.0
Midwest,West North Central,South Dakota,2002,1350.0
South,East South Central,Tennessee,2002,41562.0
South,West South Central,Texas,2002,126018.0
West,Mountain,Utah,2002,5488.0
Northeast,New England,Vermont,2002,658.0
South,South Atlantic,Virginia,2002,21256.0
West,Pacific,Washington,2002,20964.0
South,South Atlantic,West Virginia,2002,4221.0
Midwest,East North Central,Wisconsin,2002,12238.0
West,Mountain,Wyoming,2002,1364.0
South,East South Central,Alabama,2003,19331.0
West,Pacific,Alaska,2003,3877.0
West,Mountain,Arizona,2003,28638.0
South,West South Central,Arkansas,2003,12449.0
West,Pacific,California,2003,205551.0
West,Mountain,Colorado,2003,15757.0
Northeast,New England,Connecticut,2003,11045.0
South,South Atlantic,Delaware,2003,5525.0
South,South Atlantic,District of Columbia,2003,9061.0
South,South Atlantic,Florida,2003,124280.0
South,South Atlantic,Georgia,2003,39435.0
West,Pacific,Hawaii,2003,3400.0
West,Mountain,Idaho,2003,3362.0
Midwest,East North Central,Illinois,2003,70376.0
Midwest,East North Central,Indiana,2003,21842.0
Midwest,West North Central,Iowa,2003,8175.0
Midwest,West North Central,Kansas,2003,10831.0
South,East South Central,Kentucky,2003,10232.0
South,West South Central,Louisiana,2003,28622.0
Northeast,New England,Maine,2003,1422.0
South,South Atlantic,Maryland,2003,38778.0
Northeast,New England,Massachusetts,2003,30377.0
Midwest,East North Central,Michigan,2003,51550.0
Midwest,West North Central,Minnesota,2003,13316.0
South,East South Central,Mississippi,2003,9336.0
Midwest,West North Central,Missouri,2003,28067.0
West,Mountain,Montana,2003,3351.0
Midwest,West North Central,Nebraska,2003,5105.0
West,Mountain,Nevada,2003,13813.0
Northeast,New England,New Hampshire,2003,1937.0
Northeast,Middle Atlantic,New Jersey,2003,31488.0
West,Mountain,New Mexico,2003,12535.0
Northeast,Middle Atlantic,New York,2003,89486.0
South,South Atlantic,North Carolina,2003,38243.0
Midwest,West North Central,North Dakota,2003,508.0
Midwest,East North Central,Ohio,2003,38185.0
South,West South Central,Oklahoma,2003,17758.0
West,Pacific,Oregon,2003,10506.0
Northeast,Middle Atlantic,Pennsylvania,2003,49210.0
Northeast,New England,Rhode Island,2003,3074.0
South,South Atlantic,South Carolina,2003,33455.0
Midwest,West North Central,South Dakota,2003,1329.0
South,East South Central,Tennessee,2003,40409.0
South,West South Central,Texas,2003,122246.0
West,Mountain,Utah,2003,5889.0
Northeast,New England,Vermont,2003,707.0
South,South Atlantic,Virginia,2003,20490.0
West,Pacific,Washington,2003,21272.0
South,South Atlantic,West Virginia,2003,4627.0
Midwest,East North Central,Wisconsin,2003,12104.0
West,Mountain,Wyoming,2003,1314.0
South,East South Central,Alabama,2004,19324.0
West,Pacific,Alaska,2004,4159.0
West,Mountain,Arizona,2004,28952.0
South,West South Central,Arkansas,2004,13814.0
West,Pacific,California,2004,189175.0
West,Mountain,Colorado,2004,17121.0
Northeast,New England,Connecticut,2004,10113.0
South,South Atlantic,Delaware,2004,5105.0
South,South Atlantic,District of Columbia,2004,7590.0
South,South Atlantic,Florida,2004,123754.0
South,South Atlantic,Georgia,2004,40217.0
West,Pacific,Hawaii,2004,3213.0
West,Mountain,Idaho,2004,3452.0
Midwest,East North Central,Illinois,2004,69365.0
Midwest,East North Central,Indiana,2004,20294.0
Midwest,West North Central,Iowa,2004,8499.0
Midwest,West North Central,Kansas,2004,10330.0
South,East South Central,Kentucky,2004,10152.0
South,West South Central,Louisiana,2004,28844.0
Northeast,New England,Maine,2004,1364.0
South,South Atlantic,Maryland,2004,38961.0
Northeast,New England,Massachusetts,2004,29489.0
Midwest,East North Central,Michigan,2004,49737.0
Midwest,West North Central,Minnesota,2004,13751.0
South,East South Central,Mississippi,2004,8568.0
Midwest,West North Central,Missouri,2004,28226.0
West,Mountain,Montana,2004,2723.0
Midwest,West North Central,Nebraska,2004,5393.0
West,Mountain,Nevada,2004,14379.0
Northeast,New England,New Hampshire,2004,2202.0
Northeast,Middle Atlantic,New Jersey,2004,30943.0
West,Mountain,New Mexico,2004,13081.0
Northeast,Middle Atlantic,New York,2004,84914.0
South,South Atlantic,North Carolina,2004,38244.0
Midwest,West North Central,North Dakota,2004,558.0
Midwest,East North Central,Ohio,2004,38787.0
South,West South Central,Oklahoma,2004,17635.0
West,Pacific,Oregon,2004,10724.0
Northeast,Middle Atlantic,Pennsylvania,2004,50998.0
Northeast,New England,Rhode Island,2004,2673.0
South,South Atlantic,South Carolina,2004,33160.0
Midwest,West North Central,South Dakota,2004,1319.0
South,East South Central,Tennessee,2004,41113.0
South,West South Central,Texas,2004,121554.0
West,Mountain,Utah,2004,5647.0
Northeast,New England,Vermont,2004,713.0
South,South Atlantic,Virginia,2004,20608.0
West,Pacific,Washington,2004,21330.0
South,South Atlantic,West Virginia,2004,5110.0
Midwest,East North Central,Wisconsin,2004,11548.0
West,Mountain,Wyoming,2004,1163.0
South,East South Central,Alabama,2005,19678.0
West,Pacific,Alaska,2005,4194.0
West,Mountain,Arizona,2005,30478.0
South,West South Central,Arkansas,2005,14659.0
West,Pacific,California,2005,190178.0
West,Mountain,Colorado,2005,18498.0
Northeast,New England,Connecticut,2005,9635.0
South,South Atlantic,Delaware,2005,5332.0
South,South Atlantic,District of Columbia,2005,8032.0
South,South Atlantic,Florida,2005,125957.0
South,South Atlantic,Georgia,2005,40725.0
West,Pacific,Hawaii,2005,3253.0
West,Mountain,Idaho,2005,3670.0
Midwest,East North Central,Illinois,2005,70392.0
Midwest,East North Central,Indiana,2005,20302.0
Midwest,West North Central,Iowa,2005,8642.0
Midwest,West North Central,Kansas,2005,10634.0
South,East South Central,Kentucky,2005,11134.0
South,West South Central,Louisiana,2005,26889.0
Northeast,New England,Maine,2005,1483.0
South,South Atlantic,Maryland,2005,39369.0
Northeast,New England,Massachusetts,2005,29237.0
Midwest,East North Central,Michigan,2005,55877.0
Midwest,West North Central,Minnesota,2005,15243.0
South,East South Central,Mississippi,2005,8131.0
Midwest,West North Central,Missouri,2005,30477.0
West,Mountain,Montana,2005,2634.0
Midwest,West North Central,Nebraska,2005,5048.0
West,Mountain,Nevada,2005,14654.0
Northeast,New England,New Hampshire,2005,1729.0
Northeast,Middle Atlantic,New Jersey,2005,30919.0
West,Mountain,New Mexico,2005,13541.0
Northeast,Middle Atlantic,New York,2005,85839.0
South,South Atlantic,North Carolina,2005,40650.0
Midwest,West North Central,North Dakota,2005,625.0
Midwest,East North Central,Ohio,2005,40273.0
South,West South Central,Oklahoma,2005,18044.0
West,Pacific,Oregon,2005,10444.0
Northeast,Middle Atlantic,Pennsylvania,2005,52761.0
Northeast,New England,Rhode Island,2005,2703.0
South,South Atlantic,South Carolina,2005,32384.0
Midwest,West North Central,South Dakota,2005,1363.0
South,East South Central,Tennessee,2005,44891.0
South,West South Central,Texas,2005,121091.0
West,Mountain,Utah,2005,5612.0
Northeast,New England,Vermont,2005,746.0
South,South Atlantic,Virginia,2005,21400.0
West,Pacific,Washington,2005,21745.0
South,South Atlantic,West Virginia,2005,4957.0
Midwest,East North Central,Wisconsin,2005,13371.0
West,Mountain,Wyoming,2005,1172.0
